sponsor_ein,plan_number,plan_year,sponsor,plan_name,sponsor_plan_key,issuer_name,investment_description,asset_type,morningstar_ticker,par_value,cost,current_value,units_or_shares,page_number,row_id,confidence
,001,2024,,Fidelity401K 5500,,,MANNING & NAPIERDISCIPL VALUE SER S,Other,,,,"118,855",,55,39,
,001,2024,,Fidelity401K 5500,,,MANNING & NAPIERHIGH YIELD BD SRS I,Other,,,,"29,449",,55,40,
,001,2024,,Fidelity401K 5500,,,MANNING & NAPIERHIGH YIELD BD SRS S,Other,,,,"2,351,962",,55,41,
,001,2024,,Fidelity401K 5500,,,MANTEIO MULTIALTERNASTRATEGY FD A,Other,,,,"2,140",,55,42,
,001,2024,,Fidelity401K 5500,,,MARSICO FOCUS,Other,,,,"57,937",,55,43,
,001,2024,,Fidelity401K 5500,,,MARSICO GLOBAL FUND,Mutual Fund,,,,"49,347",,55,44,
,001,2024,,Fidelity401K 5500,,,MARSICO GROWTH FUND,Mutual Fund,,,,"5,788",,55,45,
,001,2024,,Fidelity401K 5500,,,MARSICO INTERNAT'LOPPORTUNITIES,Other,,,,"134,687",,55,46,
,001,2024,,Fidelity401K 5500,,,MARSICO MIDCAPGROWTH FOCUS INSTL,Other,,,,"27,635",,55,47,
,001,2024,,Fidelity401K 5500,,,MATERIALS ULTRASECTPROFUND INVESTOR CL,Mutual Fund,,,,"10,413",,55,48,
,001,2024,,Fidelity401K 5500,,,MATTHEW 25,Other,,,,743,,55,49,
,001,2024,,Fidelity401K 5500,,,MATTHEW ASIAN GROWTHAND INCOME INST'L,Other,,,,"33,714",,55,50,
,001,2024,,Fidelity401K 5500,,,MATTHEWS ASIADIVIDEND FUND,Mutual Fund,,,,"43,938",,56,1,
,001,2024,,Fidelity401K 5500,,,MATTHEWS ASIAGROWTH FUND INV,Mutual Fund,,,,"19,955",,56,2,
,001,2024,,Fidelity401K 5500,,,MATTHEWS ASIANGROWTH & INCOME FUND,Mutual Fund,,,,"340,216",,56,3,
,001,2024,,Fidelity401K 5500,,,MATTHEWS ASIANINNOVATORS FD INSTL,Other,,,,"50,658",,56,4,
,001,2024,,Fidelity401K 5500,,,MATTHEWS ASIANINNOVATORS FD INVST,Other,,,,"277,179",,56,5,
,001,2024,,Fidelity401K 5500,,,MATTHEWS CHINA DIVFUND INVESTOR CLASS,Mutual Fund,,,,"4,960",,56,6,
,001,2024,,Fidelity401K 5500,,,MATTHEWS CHINA FUND,Mutual Fund,,,,"319,911",,56,7,
,001,2024,,Fidelity401K 5500,,,MATTHEWS CHINA SMALLCOMPANIES FUND INSTL,Mutual Fund,,,,"14,001",,56,8,
,001,2024,,Fidelity401K 5500,,,MATTHEWS CHINA SMALLCOMPANIES INVESTOR,Other,,,,"638,827",,56,9,
,001,2024,,Fidelity401K 5500,,,MATTHEWS CHINADIVIDEND FD INSTL CL,Other,,,,"66,312",,56,10,
,001,2024,,Fidelity401K 5500,,,MATTHEWS CHINAINST'L,Other,,,,"99,549",,56,11,
,001,2024,,Fidelity401K 5500,,,MATTHEWS EMERG MKTSUSTAIN FUTURE INV,Other,,,,"14,322",,56,12,
,001,2024,,Fidelity401K 5500,,,MATTHEWS EMERG MRKTSSM COMPANIES INSTL,Other,,,,"33,183",,56,13,
,001,2024,,Fidelity401K 5500,,,MATTHEWS EMERG MRKTSSM COMPANIES INVSTR,Other,,,,"215,273",,56,14,
,001,2024,,Fidelity401K 5500,,,MATTHEWS INDIA FUND,Mutual Fund,,,,"2,644,245",,56,15,
,001,2024,,Fidelity401K 5500,,,MATTHEWS INDIA FUNDINSTITUTIONAL,Mutual Fund,,,,"1,033,286",,56,16,
,001,2024,,Fidelity401K 5500,,,MATTHEWS JAPANFUND,Mutual Fund,,,,"207,742",,56,17,
,001,2024,,Fidelity401K 5500,,,MATTHEWS JAPANINST'L CLASS,Other,,,,"8,254",,56,18,
,001,2024,,Fidelity401K 5500,,,MATTHEWS PACIFICTIGER FUND,Mutual Fund,,,,"30,393",,56,19,
,001,2024,,Fidelity401K 5500,,,MEEDER DYNAMICALLOCATION RETAIL,Other,,,,"5,253",,56,20,
,001,2024,,Fidelity401K 5500,,,MEEDER MUIRFIELD,Other,,,,"25,969",,56,21,
,001,2024,,Fidelity401K 5500,,,MERGER FUND CLASS A,Mutual Fund,,,,"13,278",,56,22,
,001,2024,,Fidelity401K 5500,,,METROPOLITAN WESTHIGH YIELD BOND CL I,Corporate Bond,,,,"2,626",,56,23,
,001,2024,,Fidelity401K 5500,,,MFS AGGRESSIVE GWTHALLOCATION CLASS A,Other,,,,"11,867",,56,24,
,001,2024,,Fidelity401K 5500,,,MFS BLENDED RESEARCHCORE EQUITY CL A,Other,,,,"18,195",,56,25,
,001,2024,,Fidelity401K 5500,,,MFS BLENDED RESEARCHMID CAP EQUITY INSTL,Other,,,,"112,752",,56,26,
,001,2024,,Fidelity401K 5500,,,MFS BLENDED RESEARCHSM CAP EQ FD CL A,Other,,,,"9,521",,56,27,
,001,2024,,Fidelity401K 5500,,,MFS CORE EQUITY FUNDCL A,Mutual Fund,,,,"145,408",,56,28,
,001,2024,,Fidelity401K 5500,,,MFS GLOBAL EQUITYCLASS C,Other,,,,"2,722",,56,29,
,001,2024,,Fidelity401K 5500,,,MFS GLOBAL NEWDISCOVERY FUND CL A,Mutual Fund,,,,"36,742",,56,30,
,001,2024,,Fidelity401K 5500,,,MFS GLOBAL REALESTATE CL A,Real Estate,,,,"2,623",,56,31,
,001,2024,,Fidelity401K 5500,,,MFS GLOBALALTERNATIVE STRAT A,Other,,,,"3,462",,56,32,
,001,2024,,Fidelity401K 5500,,,MFS GROWTH FUNDCLASS A,Mutual Fund,,,,"36,517",,56,33,
,001,2024,,Fidelity401K 5500,,,MFS GROWTH FUNDCLASS I,Mutual Fund,,,,979,,56,34,
,001,2024,,Fidelity401K 5500,,,MFS INTERNATIONALDIVERSIFICATION CL I,Other,,,,"14,120",,56,35,
,001,2024,,Fidelity401K 5500,,,MFS INTERNATIONALDIVERSIFICATION FD A,Other,,,,"28,861",,56,36,
,001,2024,,Fidelity401K 5500,,,MFS INTERNATIONALEQUITY FUND CL A,Mutual Fund,,,,335,,56,37,
,001,2024,,Fidelity401K 5500,,,MFS INTERNATIONALGROWTH CLASS A,Other,,,,"45,194",,56,38,
,001,2024,,Fidelity401K 5500,,,MFS INTERNATIONALGROWTH FD CL I,Other,,,,"73,062",,56,39,
,001,2024,,Fidelity401K 5500,,,MFS LIFETIME 2055 FDCL A,Other,,,,251,,56,40,
,001,2024,,Fidelity401K 5500,,,MFS LOW VOLATILITYEQUITY A,Other,,,,"3,044",,56,41,
,001,2024,,Fidelity401K 5500,,,MFS LOW VOLATILITYGLOBAL EQUITY A,Other,,,,"86,188",,56,42,
,001,2024,,Fidelity401K 5500,,,MFS LOW VOLATILITYGLOBAL EQUITY CL I,Other,,,,"179,256",,56,43,
,001,2024,,Fidelity401K 5500,,,MFS MASS INVESTORGROWTH STOCK A,Common Stock,,,,"34,286",,56,44,
,001,2024,,Fidelity401K 5500,,,MFS MID CAP GROWTHCLASS A,Other,,,,"23,155",,56,45,
,001,2024,,Fidelity401K 5500,,,MFS MID CAP GROWTHCLASS C,Other,,,,"19,535",,56,46,
,001,2024,,Fidelity401K 5500,,,MFS MID CAP GROWTHFUND CL I,Mutual Fund,,,,"42,643",,56,47,
,001,2024,,Fidelity401K 5500,,,MFS MID CAP VALUEFUND CL I,Mutual Fund,,,,"30,233",,56,48,
,001,2024,,Fidelity401K 5500,,,MFS MID CAPVALUE CLASS A,Other,,,,"75,772",,56,49,
,001,2024,,Fidelity401K 5500,,,MFS NEW DISCOVERY FDCL I,Other,,,,"2,319",,56,50,
,001,2024,,Fidelity401K 5500,,,MFS TECHNOLOGY FDCLASS I,Other,,,,"1,300",,57,1,
,001,2024,,Fidelity401K 5500,,,MFS UTILITIES FD CLI,Other,,,,672,,57,2,
,001,2024,,Fidelity401K 5500,,,MFS UTILITIESCLASS A,Other,,,,"30,249",,57,3,
,001,2024,,Fidelity401K 5500,,,MFS VALUE CLASS A,Other,,,,"17,812",,57,4,
,001,2024,,Fidelity401K 5500,,,MIDAS MAGICFUND,Mutual Fund,,,,"23,516",,57,5,
,001,2024,,Fidelity401K 5500,,,MORGAN STA INST INC.INCEPTION PORT CL A,Other,,,,"951,526",,57,6,
,001,2024,,Fidelity401K 5500,,,MORGAN STA INST INC.INCEPTION PORT I,Other,,,,"162,320",,57,7,
,001,2024,,Fidelity401K 5500,,,MORGAN STANLEY DEVLPOPPORTUNITY PORTF A,Other,,,,"5,855",,57,8,
,001,2024,,Fidelity401K 5500,,,MORGAN STANLEY GLOBLSTRATEGIST PORT CL A,Other,,,,"3,923",,57,9,
,001,2024,,Fidelity401K 5500,,,MORGAN STANLEY INSTLADVANTAGE CL A,Other,,,,455,,57,10,
,001,2024,,Fidelity401K 5500,,,MORGAN STANLEY INSTLHIGH YIELD A,Other,,,,"18,587",,57,11,
,001,2024,,Fidelity401K 5500,,,MORGAN STANLEY INSTLINTERNTL OPP CL A,Other,,,,"669,602",,57,12,
,001,2024,,Fidelity401K 5500,,,MORGAN STANLEY LONGDURAT GOVT OPPORT A,Other,,,,"12,974",,57,13,
,001,2024,,Fidelity401K 5500,,,MORGAN STANLEY MULTIASSET REAL RTRN A,Other,,,,247,,57,14,
,001,2024,,Fidelity401K 5500,,,MORGAN STANLEY ULTRASHORT INC PORT CL A,Other,,,,"2,051",,57,15,
,001,2024,,Fidelity401K 5500,,,MORGAN STANLEYDISCOVERY PORT CL A,Other,,,,"957,746",,57,16,
,001,2024,,Fidelity401K 5500,,,MORGAN STANLEYDISCOVERY PORT CL I,Other,,,,"160,159",,57,17,
,001,2024,,Fidelity401K 5500,,,MORGAN STANLEYDYNAMIC VALUE PORT A,Other,,,,360,,57,18,
,001,2024,,Fidelity401K 5500,,,MORGAN STANLEYEUROPEAN OPPORT CL A,Other,,,,"3,826",,57,19,
,001,2024,,Fidelity401K 5500,,,MORGAN STANLEYGLOBAL OPPORTUNITY A,Other,,,,"732,721",,57,20,
,001,2024,,Fidelity401K 5500,,,MORGAN STANLEYGLOBAL OPPORTUNITY I,Other,,,,"65,856",,57,21,
,001,2024,,Fidelity401K 5500,,,MORGAN STANLEYGROWTH PORTFOLIO A,Other,,,,"1,114,455",,57,22,
,001,2024,,Fidelity401K 5500,,,MORGAN STANLEYGROWTH PORTFOLIO I,Other,,,,"11,095",,57,23,
,001,2024,,Fidelity401K 5500,,,MORGAN STANLEYINSIGHT A,Other,,,,"1,677,269",,57,24,
,001,2024,,Fidelity401K 5500,,,MORGAN STANLEYINSIGHT I,Other,,,,"551,274",,57,25,
,001,2024,,Fidelity401K 5500,,,MORGAN STANLEYINTL ADVANTAGE CL A,Other,,,,"162,532",,57,26,
,001,2024,,Fidelity401K 5500,,,MS GLOBAL FIXEDINCOME OPP CL I,Other,,,,"3,400",,57,27,
,001,2024,,Fidelity401K 5500,,,MS INSTIT EMRG MRKTSLEADERS CLASS A,Other,,,,"60,229",,57,28,
,001,2024,,Fidelity401K 5500,,,MSIF ASIAOPPORTUNITY CL A,Other,,,,"1,215",,57,29,
,001,2024,,Fidelity401K 5500,,,MSIF ASIAOPPORTUNITY CL I,Other,,,,"2,954",,57,30,
,001,2024,,Fidelity401K 5500,,,MSIF GLOBAL ENDURANCPORTFOLIO A,Other,,,,"15,051",,57,31,
,001,2024,,Fidelity401K 5500,,,MSIF GLOBAL ENDURANCPORTFOLIO I,Other,,,,"19,355",,57,32,
,001,2024,,Fidelity401K 5500,,,MSIF GLOBAL INSIGHTPORT CL A,Other,,,,"158,571",,57,33,
,001,2024,,Fidelity401K 5500,,,MSIF GLOBAL INSIGHTPORT CL I,Other,,,,177,,57,34,
,001,2024,,Fidelity401K 5500,,,MSIF GLOBAL PERMANENPORTFOLIO A,Other,,,,"8,641",,57,35,
,001,2024,,Fidelity401K 5500,,,MSIF GLOBALCONCENTRATED PORT I,Other,,,,"10,291",,57,36,
,001,2024,,Fidelity401K 5500,,,MSIF NEXT GENEMERGING MRKTS A,Other,,,,"10,795",,57,37,
,001,2024,,Fidelity401K 5500,,,MSIF US CORE CL A,Other,,,,227,,57,38,
,001,2024,,Fidelity401K 5500,,,MUHLENKAMP FUND,Mutual Fund,,,,314,,57,39,
,001,2024,,Fidelity401K 5500,,,NAA LARGE CAP VALUEFUND INSTL,Mutual Fund,,,,"63,510",,57,40,
,001,2024,,Fidelity401K 5500,,,NAA LARGE CAP VALUEFUND P,Mutual Fund,,,,"14,861",,57,41,
,001,2024,,Fidelity401K 5500,,,NASDAQ-100 PRO FUNDINVESTOR CLASS,Mutual Fund,,,,"392,952",,57,42,
,001,2024,,Fidelity401K 5500,,,NATIONWIDE AMUNDISTRATEGIC INC CL A,Other,,,,"15,180",,57,43,
,001,2024,,Fidelity401K 5500,,,NATIONWIDE GQG U.SQUALITY EQUITY A,Other,,,,"226,666",,57,44,
,001,2024,,Fidelity401K 5500,,,NATIONWIDE GQG USQUALITY EQUITY EAGLE,Other,,,,"12,534",,57,45,
,001,2024,,Fidelity401K 5500,,,NATIXIS OAKMARKFUND CL A,Mutual Fund,,,,"4,696",,57,46,
,001,2024,,Fidelity401K 5500,,,NATIXIS US EQUITYOPPORTUNITIES CL A,Other,,,,"63,120",,57,47,
,001,2024,,Fidelity401K 5500,,,NEEDHAM AGGRESSIVEGROWTH,Other,,,,"340,012",,57,48,
,001,2024,,Fidelity401K 5500,,,NEEDHAM AGGRESSIVEGROWTH FUND CL I,Mutual Fund,,,,"257,999",,57,49,
,001,2024,,Fidelity401K 5500,,,NEEDHAM GROWTH FUND,Mutual Fund,,,,18,,58,1,
,001,2024,,Fidelity401K 5500,,,NEEDHAM GROWTH FUNDCL I,Mutual Fund,,,,17,,58,2,
,001,2024,,Fidelity401K 5500,,,NEEDHAM SMALL CAPGROWTH,Other,,,,109,,58,3,
,001,2024,,Fidelity401K 5500,,,NEUBERGER BERMANFLOAT RATE INC INSTL,Other,,,,"9,077",,58,4,
,001,2024,,Fidelity401K 5500,,,NEUBERGER BERMANFLOATING RATE INC A,Other,,,,"99,683",,58,5,
,001,2024,,Fidelity401K 5500,,,NEUBERGER BERMANGENESIS TRUST CLASS,Other,,,,"35,394",,58,6,
,001,2024,,Fidelity401K 5500,,,NEUBERGER BERMANINTRINSIC VALUE CL A,Other,,,,"11,884",,58,7,
,001,2024,,Fidelity401K 5500,,,NEUBERGER BERMANLARGE CAP GROWTH A,Other,,,,"112,113",,58,8,
,001,2024,,Fidelity401K 5500,,,NEUBERGER BERMANLARGE CAP VALUE CL A,Other,,,,19,,58,9,
,001,2024,,Fidelity401K 5500,,,NEUBERGER BERMANLARGE CAP VALUE INST,Other,,,,"63,553",,58,10,
,001,2024,,Fidelity401K 5500,,,NEUBERGER BERMANLONG SHORT INSTL,Other,,,,"84,373",,58,11,
,001,2024,,Fidelity401K 5500,,,NEUBERGER BERMANLRG CAP VALUE TRUST,Other,,,,"180,331",,58,12,
,001,2024,,Fidelity401K 5500,,,NEUBERGER BERMANREAL ESTATE TRUST CL,Real Estate,,,,"74,122",,58,13,
,001,2024,,Fidelity401K 5500,,,NEUBERGER BERMANSMALL CAP GROWTH A,Other,,,,"13,440",,58,14,
,001,2024,,Fidelity401K 5500,,,NEW ALTERNATIVES FD,Other,,,,"17,204",,58,15,
,001,2024,,Fidelity401K 5500,,,NEXPOINT MERGERARBITRAGE CL Z,Other,,,,"101,760",,58,16,
,001,2024,,Fidelity401K 5500,,,NICHOLAS FUND,Mutual Fund,,,,888,,58,17,
,001,2024,,Fidelity401K 5500,,,NORTH SQUARE PREFAND INCOME SEC I,Other,,,,"14,292",,58,18,
,001,2024,,Fidelity401K 5500,,,NORTH SQUARETACTICAL GROWTH CL I,Other,,,,"10,507",,58,19,
,001,2024,,Fidelity401K 5500,,,NORTH STAR MICROCAP FUND CL I,Mutual Fund,,,,"6,018",,58,20,
,001,2024,,Fidelity401K 5500,,,NORTHERN HIGH YIELDFIXED INCOME,Other,,,,"6,416",,58,21,
,001,2024,,Fidelity401K 5500,,,NORTHERN INCOMEEQUITY,Other,,,,"139,222",,58,22,
,001,2024,,Fidelity401K 5500,,,NORTHERN MID CAPINDEX FUND,Mutual Fund,,,,"5,115",,58,23,
,001,2024,,Fidelity401K 5500,,,NORTHERN US GOVT FND,Other,,,,"4,994",,58,24,
,001,2024,,Fidelity401K 5500,,,NORTHERN US QUALITYESG FUND CL I,Mutual Fund,,,,689,,58,25,
,001,2024,,Fidelity401K 5500,,,NORTHERN US TREASURYINDEX FUND,Mutual Fund,,,,"4,961",,58,26,
,001,2024,,Fidelity401K 5500,,,NUVEEN CORE EQUITYR6,Other,,,,"9,386",,58,27,
,001,2024,,Fidelity401K 5500,,,NUVEEN DIVIDENDGROWTH CLASS A,Other,,,,"10,477",,58,28,
,001,2024,,Fidelity401K 5500,,,NUVEEN EQUITY LONGSHORT FD CL A,Other,,,,172,,58,29,
,001,2024,,Fidelity401K 5500,,,NUVEEN FLEXIBLEINCOME FUND CL A3,Mutual Fund,,,,661,,58,30,
,001,2024,,Fidelity401K 5500,,,NUVEEN LAREG CAPRESPON EQ A,Other,,,,"4,505",,58,31,
,001,2024,,Fidelity401K 5500,,,NUVEEN LARGE CAPGROWTH FUND R6,Mutual Fund,,,,"9,220",,58,32,
,001,2024,,Fidelity401K 5500,,,NUVEEN LARGE CAPGROWTH INDEX R6,Other,,,,"255,173",,58,33,
,001,2024,,Fidelity401K 5500,,,NUVEEN PREFERREDSECS AND INC CL A,Other,,,,"57,855",,58,34,
,001,2024,,Fidelity401K 5500,,,NUVEEN PREFERREDSECS AND INC CL I,Other,,,,"289,171",,58,35,
,001,2024,,Fidelity401K 5500,,,NUVEEN REAL ESATESECURITIES SEL R6,Other,,,,"88,249",,58,36,
,001,2024,,Fidelity401K 5500,,,NUVEEN WINSLOW LARGECAP GROWTH ESG CL A,Other,,,,"21,884",,58,37,
,001,2024,,Fidelity401K 5500,,,NYLI CBRE GLOBALINFRASTRUCTURE I,Other,,,,"1,814",,58,38,
,001,2024,,Fidelity401K 5500,,,NYLI CUSHING MLPPREMIER A,Other,,,,"79,993",,58,39,
,001,2024,,Fidelity401K 5500,,,NYLI MACKAY HIGHYIELD CORP BD CL A,Other,,,,"41,067",,58,40,
,001,2024,,Fidelity401K 5500,,,NYLI MACKAY SHRTDURATION HIGH INC I,Other,,,,"49,981",,58,41,
,001,2024,,Fidelity401K 5500,,,NYLI WMC VALUE FUNDA,Mutual Fund,,,,17,,58,42,
,001,2024,,Fidelity401K 5500,,,OAKMARK EQUITY &INCOME INVESTOR CL,Other,,,,"3,271",,58,43,
,001,2024,,Fidelity401K 5500,,,OAKMARK FUND ADVISORCLASS,Mutual Fund,,,,"169,566",,58,44,
,001,2024,,Fidelity401K 5500,,,OAKMARK FUNDINVESTOR CLASS,Mutual Fund,,,,"2,361,254",,58,45,
,001,2024,,Fidelity401K 5500,,,OAKMARK GLOBAL FUNDINVESTOR CLASS,Mutual Fund,,,,"6,985",,58,46,
,001,2024,,Fidelity401K 5500,,,OAKMARK GLOBALSELECT FD INVESTOR,Other,,,,"200,304",,58,47,
,001,2024,,Fidelity401K 5500,,,OAKMARK INTERNAT'LSMALL CAP INVESTOR,Other,,,,"85,410",,58,48,
,001,2024,,Fidelity401K 5500,,,OAKMARK INTL SMALLCAP FUND ADVISOR,Mutual Fund,,,,"33,994",,58,49,
,001,2024,,Fidelity401K 5500,,,OAKMARK INTLADVISOR FUND,Mutual Fund,,,,"91,336",,58,50,
,001,2024,,Fidelity401K 5500,,,OAKMARK INTLINVESTOR CL,Other,,,,"458,386",,59,1,
,001,2024,,Fidelity401K 5500,,,OAKMARK SELECTINVESTOR CL,Other,,,,"607,802",,59,2,
,001,2024,,Fidelity401K 5500,,,OBERWEIS CHINAOPPORTUNITIES FUND,Mutual Fund,,,,"55,363",,59,3,
,001,2024,,Fidelity401K 5500,,,OBERWEIS INTLOPPORTUNITIES INVSTR,Other,,,,"111,106",,59,4,
,001,2024,,Fidelity401K 5500,,,OBERWEIS MICRO CAPFUND,Mutual Fund,,,,"237,691",,59,5,
,001,2024,,Fidelity401K 5500,,,OBERWEIS MICRO CAPFUND INSTL,Mutual Fund,,,,"109,365",,59,6,
,001,2024,,Fidelity401K 5500,,,OBERWEIS SMALL CAPOPPORTUNITIES INSTL,Other,,,,"1,252",,59,7,
,001,2024,,Fidelity401K 5500,,,OBERWEIS SMALL-CAPOPPORTUNITIES,Other,,,,"200,175",,59,8,
,001,2024,,Fidelity401K 5500,,,OCM GOLD FUND ATLASCLASS SHARES,Mutual Fund,,,,"505,109",,59,9,
,001,2024,,Fidelity401K 5500,,,OIL&GAS EQUIP&SERVICULTRASEC PROFUND INV,Mutual Fund,,,,"164,988",,59,10,
,001,2024,,Fidelity401K 5500,,,O'SHAUGHNESSY MARKETLEADERS VALUE CL I,Other,,,,"171,829",,59,11,
,001,2024,,Fidelity401K 5500,,,OSTERWEIS OPPORTUNTYFUND,Mutual Fund,,,,"6,921",,59,12,
,001,2024,,Fidelity401K 5500,,,OTTER CREEK LONGSHORT OPPORT INVSTR,Other,,,,"3,717",,59,13,
,001,2024,,Fidelity401K 5500,,,PALM VALLEY CAPITALFUND INVESTOR,Mutual Fund,,,,"185,367",,59,14,
,001,2024,,Fidelity401K 5500,,,PARADIGM MICRO CAPFUND,Mutual Fund,,,,"110,765",,59,15,
,001,2024,,Fidelity401K 5500,,,PARADIGM SELECT FUND,Mutual Fund,,,,"321,199",,59,16,
,001,2024,,Fidelity401K 5500,,,PARAMETRIC COMMODITYSTRATEGIC CL A,Other,,,,"131,031",,59,17,
,001,2024,,Fidelity401K 5500,,,PARAMETRIC COMMODITYSTRATEGIC CL I,Other,,,,"10,118",,59,18,
,001,2024,,Fidelity401K 5500,,,PARAMETRIC INT'LEQUITY CLASS A,Other,,,,"7,693",,59,19,
,001,2024,,Fidelity401K 5500,,,PARAMETRIC VOLATILTYRSK PREM DEFNSE CL I,Other,,,,239,,59,20,
,001,2024,,Fidelity401K 5500,,,PARNASSUS COREEQUITY INSTL,Other,,,,"854,380",,59,21,
,001,2024,,Fidelity401K 5500,,,PARNASSUS COREEQUITY INVESTOR,Other,,,,"2,057,922",,59,22,
,001,2024,,Fidelity401K 5500,,,PARNASSUS GROWTHEQUITY FUND INVESTOR,Mutual Fund,,,,"51,496",,59,23,
,001,2024,,Fidelity401K 5500,,,PARNASSUS MID CAP,Other,,,,"571,015",,59,24,
,001,2024,,Fidelity401K 5500,,,PARNASSUS MID CAPGROWTH FUND INVST,Mutual Fund,,,,"192,598",,59,25,
,001,2024,,Fidelity401K 5500,,,PARNASSUS VALUEEQUITY INSTITUTIONAL,Other,,,,"120,125",,59,26,
,001,2024,,Fidelity401K 5500,,,PARNASSUS VALUEEQUITY INVESTOR,Other,,,,"2,932,540",,59,27,
,001,2024,,Fidelity401K 5500,,,PAYDEN CORPORATEBOND FUND INVESTOR,Corporate Bond,,,,"17,219",,59,28,
,001,2024,,Fidelity401K 5500,,,PAYDEN EQUITY INCOMEFUND INVESTOR,Mutual Fund,,,,"2,835",,59,29,
,001,2024,,Fidelity401K 5500,,,PAYDEN HIGH INCOMEINVESTOR CLASS,Other,,,,"277,731",,59,30,
,001,2024,,Fidelity401K 5500,,,PEAR TREE POLARISFRGN VAL SM CAP ORD,Other,,,,"90,882",,59,31,
,001,2024,,Fidelity401K 5500,,,PEAR TREE QUALITYFUND ORDINARY,Mutual Fund,,,,"35,869",,59,32,
,001,2024,,Fidelity401K 5500,,,PERFORMANCE TRUSTTOTAL RETRN BND INST,Other,,,,"221,284",,59,33,
,001,2024,,Fidelity401K 5500,,,PERMANENT AGGRESSIVEGROWTH PORTFOLIO,Other,,,,"51,058",,59,34,
,001,2024,,Fidelity401K 5500,,,PERMANENT PORTFOLIO,Other,,,,"570,859",,59,35,
,001,2024,,Fidelity401K 5500,,,PFG ACTIVE CORE BONDSTRATEGY FUND CL R,Corporate Bond,,,,"55,569",,59,36,
,001,2024,,Fidelity401K 5500,,,PFG BNY MELLONDIVERSIFIER STRAT R,Other,,,,"83,114",,59,37,
,001,2024,,Fidelity401K 5500,,,PFG BR TRGT ALLOCATEQ STRATEGY FD CL R,Other,,,,"79,386",,59,38,
,001,2024,,Fidelity401K 5500,,,PFG EQUITY INDEXFOCUSED STRATEGY R,Other,,,,"2,891",,59,39,
,001,2024,,Fidelity401K 5500,,,PFG GLOBAL EQUITYINDEX STRATEGY CL R,Other,,,,"44,497",,59,40,
,001,2024,,Fidelity401K 5500,,,PFG JANUS HENDERSONBALANCED STRATEGY R,Other,,,,"170,120",,59,41,
,001,2024,,Fidelity401K 5500,,,PFG JP MORGAN TACTICMODERATE STRATEGY R,Other,,,,"130,676",,59,42,
,001,2024,,Fidelity401K 5500,,,PFG MEEDER TACTICALSTRATEGY FUND R,Mutual Fund,,,,"49,959",,59,43,
,001,2024,,Fidelity401K 5500,,,PFG SECTOR EQUITYBUS CYCLE STRAT R,Other,,,,"98,192",,59,44,
,001,2024,,Fidelity401K 5500,,,PFG TACTICAL INCOMESTRATEGY CL R,Other,,,,"54,562",,59,45,
,001,2024,,Fidelity401K 5500,,,PFG US EQUITY INDEXSTRATEGY CLASS R,Other,,,,"4,592",,59,46,
,001,2024,,Fidelity401K 5500,,,PGIM HIGH YIELD CL Z,Other,,,,"8,614",,59,47,
,001,2024,,Fidelity401K 5500,,,PGIM JEN EMRG MRKTSEQUITY OPP CL Z,Other,,,,"1,972",,59,48,
,001,2024,,Fidelity401K 5500,,,PGIM JEN INTLOPPORTUNITIES CL Z,Other,,,,"76,813",,59,49,
,001,2024,,Fidelity401K 5500,,,PGIM JENN GLOBALOPPORTUNITIES CL A,Other,,,,588,,59,50,
,001,2024,,Fidelity401K 5500,,,PGIM JENN HEALTHSCIENCES CL Z,Other,,,,"3,554",,60,1,
,001,2024,,Fidelity401K 5500,,,PGIM JENNISON GROWTHCL C,Other,,,,"23,785",,60,2,
,001,2024,,Fidelity401K 5500,,,PGIM JENNISONFOCUSED GROWTH CL Z,Other,,,,"2,900",,60,3,
,001,2024,,Fidelity401K 5500,,,PGIM JENNISONTECHNOLOGY CL Z,Other,,,,"5,789",,60,4,
,001,2024,,Fidelity401K 5500,,,PGIM JENNISONUTILITY CL Z,Other,,,,"9,547",,60,5,
,001,2024,,Fidelity401K 5500,,,PGIM REAL ESTATEINCOME CL Z,Real Estate,,,,"71,939",,60,6,
,001,2024,,Fidelity401K 5500,,,PGIM TOTAL RETURNBOND CL A,Corporate Bond,,,,"4,665",,60,7,
,001,2024,,Fidelity401K 5500,,,PGIM TOTAL RETURNBOND CL Z,Corporate Bond,,,,"306,744",,60,8,
,001,2024,,Fidelity401K 5500,,,PGIM US REAL ESTATECL Z,Real Estate,,,,"3,515",,60,9,
,001,2024,,Fidelity401K 5500,,,PHARMACEUTICAL ULTRASECTOR PRO FUND INV,Mutual Fund,,,,"32,955",,60,10,
,001,2024,,Fidelity401K 5500,,,PIMCO COMMODITIESPLUS STRATEGY CL A,Mutual Fund,,,,"43,294",,60,11,
,001,2024,,Fidelity401K 5500,,,PIMCO COMMODITIESPLUS STRATEGY CL I-3,Mutual Fund,,,,"19,913",,60,12,
,001,2024,,Fidelity401K 5500,,,PIMCO COMMODITYREALRETURN STRAT A,Mutual Fund,,,,"33,486",,60,13,
,001,2024,,Fidelity401K 5500,,,PIMCO CREDIT OPPORBOND FUND A,Corporate Bond,,,,"5,325",,60,14,
,001,2024,,Fidelity401K 5500,,,PIMCO EMERG MKTS CYAND S/T INVMTS A,Mutual Fund,,,,"3,021",,60,15,
