issuer_name,investment_description,asset_type,par_value,cost,current_value,units_or_shares,page_number,row_id,pdf_name,pdf_stem
,ARTISAN INTERNATLEXPLORER ADVISOR,Mutual Fund,,,"57,026",,34,47,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,ARTISAN INTERNATLINVESTOR CLASS,Mutual Fund,,,"28,749",,34,48,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,ARTISAN INTLSMALL-MID CAP INV,Mutual Fund,,,"122,514",,34,49,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,ARTISAN INTLVALUE FUND INV CL,Mutual Fund,,,"237,252",,34,50,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,ARTISAN MID CAP,Mutual Fund,,,"5,270",,35,1,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,ARTISAN SMALL CAPFUND INVESTOR CL,Mutual Fund,,,"27,953",,35,2,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,ARTISAN THEMATIC FDINVESTOR CLASS,Mutual Fund,,,"202,620",,35,3,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,ARTISAN VALUE FUNDINVESTOR CL,Mutual Fund,,,"5,492",,35,4,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,AUER GROWTH,Mutual Fund,,,"6,243",,35,5,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,AUXIER FOCUS FUNDINSTITUTIONAL SHRS,Mutual Fund,,,"3,703",,35,6,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,AVANTIS EMERGINGMARKETS EQUITY,Mutual Fund,,,"32,447",,35,7,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,AVANTIS INTL SMALLCAP VALUE FUND,Mutual Fund,,,"201,088",,35,8,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,AVANTIS SHORT TERMFIXED INCOME,Mutual Fund,,,"32,515",,35,9,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,AVANTIS US EQUITYFUND,Mutual Fund,,,"70,823",,35,10,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,AVANTIS US LARGE CAPVALUE FD INSTL,Mutual Fund,,,"66,556",,35,11,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,AVANTIS US SMALL CAPEQUITY FUND INSTL,Mutual Fund,,,966,,35,12,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,AVANTIS US SMALLCAP VALUE FUND,Mutual Fund,,,"768,525",,35,13,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,AVANTISINTERNATIONAL EQUTIY,Mutual Fund,,,"36,061",,35,14,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,AVE MARIA GROWTH,Mutual Fund,,,"63,791",,35,15,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,AVE MARIA RISINGDIVIDEND FUND,Mutual Fund,,,"249,239",,35,16,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,AVE MARIA VALUE FUND,Mutual Fund,,,"80,690",,35,17,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,AVE MARIA WORLDEQUITY FUND,Mutual Fund,,,"14,322",,35,18,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,AXONIC STRATEGICINCOME FUND INSTL,Mutual Fund,,,"40,259",,35,19,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,AXS CHESAPEAKESTRATEGY I,Mutual Fund,,,"8,985",,35,20,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,AXS MARKET NEUTRALFUND INVESTOR,Mutual Fund,,,"5,247",,35,21,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,AXS THOMAS REUTERSVENTURE CAPTL INDX I,Mutual Fund,,,"49,707",,35,22,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,AZZAD ETHICHAL MIDCAP FUND CL A,Mutual Fund,,,"11,822",,35,23,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BAIRD CORE PLUS BONDFD INVESTOR CL,Mutual Fund,,,"6,768",,35,26,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BAIRD CORE PLUS BONDINSTITUTIONAL,Mutual Fund,,,"28,794",,35,27,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BAIRD INTER BOND FDINSTL CL,Mutual Fund,,,"160,660",,35,28,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BAIRD MID CAPINVESTORS CLASS SHS,Mutual Fund,,,"1,106",,35,29,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BAIRD ULTRA SHORTBOND FUND INSTL,Mutual Fund,,,"17,346",,35,30,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BANKS ULTRA SECTORPRO FUND INVESTOR,Mutual Fund,,,"38,287",,35,31,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BARON OPPORTUNITYFUND,Mutual Fund,,,"682,404",,35,32,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BARON ASSET,Mutual Fund,,,"69,467",,35,33,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BARON ASSET FUNDINSTL CLASS,Mutual Fund,,,"5,500",,35,34,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BARON DISCOVERY FUNDINSTL SHARES,Mutual Fund,,,"3,226",,35,35,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BARON DISCOVERY FUNDRETAIL SHARES,Mutual Fund,,,"141,668",,35,36,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BARON DURABLEADVANTAGE FD INSTL,Mutual Fund,,,"84,918",,35,37,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BARON DURABLEADVANTAGE FD RETAIL,Mutual Fund,,,"177,205",,35,38,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BARON EMERGINGMARKETS FUND RETAIL,Mutual Fund,,,"13,646",,35,39,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BARON FIFTH AVENUEGROWTH FUND,Mutual Fund,,,"18,192",,35,40,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BARON FINTECH FUNDINSTL,Mutual Fund,,,"9,108",,35,41,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BARON FOCUSED GROWTHFUND,Mutual Fund,,,"268,987",,35,42,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BARON GLOBALADVANTAGE FD INTSL,Mutual Fund,,,"8,569",,35,43,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BARON GLOBALADVANTAGE FD RETAIL,Mutual Fund,,,"175,350",,35,44,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BARON GROWTH,Mutual Fund,,,"63,339",,35,45,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BARON GROWTH FUNDINSTL CLASS,Mutual Fund,,,"15,215",,35,46,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BARON HEALTH CARE FDRETAIL,Mutual Fund,,,"38,176",,35,47,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BARON INTERNATIONALGROWTH FUND INSTL CL,Mutual Fund,,,"1,270",,35,48,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BARON PARTNERS FUND,Mutual Fund,,,"2,995,805",,35,49,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BARON REAL ESTATEFUND INSTITUTIONAL,Mutual Fund,,,"91,570",,36,1,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BARON REAL ESTATEFUND RETAIL,Mutual Fund,,,"573,399",,36,2,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BARON SMALL CAP FD,Mutual Fund,,,"142,525",,36,3,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BARON SMALL CAP FUNDINSTL CLASS,Mutual Fund,,,876,,36,4,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BARON WEALTHBUILDERFUND RETAIL,Mutual Fund,,,"183,173",,36,5,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BEAR PRO FUNDINVESTORS SHARES,Mutual Fund,,,"24,831",,36,6,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,"BECK, MACK & OLIVERPARTNERS FUND",Mutual Fund,,,"14,338",,36,7,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BECKER VALUE EQUITY,Mutual Fund,,,"125,649",,36,8,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BERKSHIRE FOCUS FUND,Mutual Fund,,,"616,593",,36,9,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BIOTECHNOLOGY ULTRASECTOR PRO FD INVS,Mutual Fund,,,"520,331",,36,10,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BITCOIN STRATEGY FDINVESTOR,Mutual Fund,,,"55,055,993",,36,11,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACK OAK EMERGINGTECHNOLOGY FUND,Mutual Fund,,,"2,354",,36,12,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK 20/80TARGET ALLOC FD CL A,Mutual Fund,,,"4,909",,36,13,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK 80/20TARGET ALLOC FD CL A,Mutual Fund,,,"8,915",,36,14,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK ADVANTAGESM CAP GROWTH INV A,Mutual Fund,,,"27,883",,36,15,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK ADVANTAGESMALL CAP CORE INV A,Mutual Fund,,,"3,500",,36,16,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK COMMODITYSTRATEGIES FUND CL A,Mutual Fund,,,"18,113",,36,17,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK EMERGINGMARKETS FD INC A,Mutual Fund,,,"38,967",,36,18,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK EMERGINGMARKETS FD INC INSL,Mutual Fund,,,"15,179",,36,19,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK ENERGYOPPORTUNITIES CL A,Mutual Fund,,,"200,270",,36,20,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK EQUITYDIVIDEND FD-INSTL,Mutual Fund,,,"77,540",,36,21,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK EVENTDRIVEN EQUITY FUND A,Mutual Fund,,,"11,670",,36,22,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK GLOBALALLOCATION CL A,Mutual Fund,,,"22,476",,36,23,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK GLOBALLONG/SHORT CREDIT A,Mutual Fund,,,"5,344",,36,24,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK HEALTHSCIENCES OPP PRT A,Mutual Fund,,,"395,835",,36,25,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK HIGHEQUITY INCOME CL A,Mutual Fund,,,"21,546",,36,26,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK INCOMEFUND INVESTOR A,Mutual Fund,,,"46,730",,36,27,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK LIFEPATHDYNAMIC 2050 CL A,Mutual Fund,,,272,,36,28,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK LIFEPATHDYNAMIC 2055 CL A,Mutual Fund,,,724,,36,29,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK MANAGEDINCOME INVESTOR A,Mutual Fund,,,"31,346",,36,30,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK MID CAPGROWTH EQUITY CL A,Mutual Fund,,,"171,039",,36,31,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK MID CAPVALUE FUND CL A,Mutual Fund,,,"186,264",,36,32,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK MULTIASSET INCOME PORT A,Mutual Fund,,,"182,735",,36,33,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK NATURALRESOURCES TR CL A,Mutual Fund,,,"3,874",,36,34,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK STRATEGICINC OPP PORT CL A,Mutual Fund,,,"1,143",,36,35,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK STRATEGICINCOME OPPRTSI INSTL,Mutual Fund,,,"381,422",,36,36,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK SYSTEMATICMULTI STRAT INV A,Mutual Fund,,,"8,917",,36,37,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK TACTICALOPPORTUNITIES CL A,Mutual Fund,,,"21,387",,36,38,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK TECHNOLOGYOPPORTUNITIES CL A,Mutual Fund,,,"1,535,705",,36,39,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK TECHNOLOGYOPPORTUNITIES SVS,Mutual Fund,,,"123,286",,36,40,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK TOTALRETURN FUND CL A,Mutual Fund,,,"6,348",,36,41,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCK UNCONSTRAINED EQUITY INV A,Mutual Fund,,,"1,642",,36,42,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BLACKROCKINTERNATIONAL FD A,Mutual Fund,,,"20,177",,36,43,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BNY MELLON DYNAMICTOTAL RETURN A,Mutual Fund,,,"2,576",,36,44,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BNY MELLON DYNAMICVALUE A,Mutual Fund,,,"128,473",,36,45,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BNY MELLON EQUITYINCOME A,Mutual Fund,,,398,,36,46,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BNY MELLON GLOBALFIXED INCOME I,Mutual Fund,,,"65,279",,36,47,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BNY MELLON GLOBALREAL RETURN A,Mutual Fund,,,"2,562",,36,48,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BNY MELLON INTLSTOCK A,Mutual Fund,,,"91,246",,36,49,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BNY MELLON LARGE CAPSECURITIES FUND INC,Mutual Fund,,,"379,438",,37,1,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BNY MELLON MIDCAPINDEX INVESTOR,Mutual Fund,,,"41,927",,37,2,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BNY MELLON NATURALRESOURCES A,Mutual Fund,,,"91,896",,37,3,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BNY MELLON S&P 500INDEX FUND,Mutual Fund,,,"4,342",,37,4,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BNY MELLON SMALL MIDCAP GROWTH A,Mutual Fund,,,"112,144",,37,5,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BNY MELLON SMALLCAPSTOCK INDEX INVESTOR,Mutual Fund,,,"189,940",,37,6,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BNY MELLON WORLDWIDEGROWTH A,Mutual Fund,,,"4,983",,37,7,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BNY MELLONAPPRECIATION INVSTR,Mutual Fund,,,"8,037",,37,8,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BNY MELLONTECHNOLOGY GROWTH A,Mutual Fund,,,"49,709",,37,9,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BOSTON PARTNERS LONGSHORT RESEARCH INVS,Mutual Fund,,,"5,155",,37,10,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BOSTON PARTNERSALL CAP VALUE INSTL,Mutual Fund,,,"72,142",,37,11,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BOSTON PARTNERSALL CAP VALUE INVS,Mutual Fund,,,"151,109",,37,12,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BOSTON PARTNERSLONG SHORT EQ INVS,Mutual Fund,,,215,,37,13,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BOSTON PARTNERSSM CAP VALUE II INST,Mutual Fund,,,"124,514",,37,14,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BOSTON TRUST WALDENSMALL CAP FUND,Mutual Fund,,,"28,572",,37,15,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BRANDES EMERGINGMKTS VALUE I,Mutual Fund,,,"105,330",,37,16,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BRANDES INTL SMALLCAP EQUITY I,Mutual Fund,,,"42,571",,37,17,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BRANDYWINEGLOBALGLOBAL FLEX INCOME I,Mutual Fund,,,"6,220",,37,18,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BRIDGEWAY SMALL CAPVALUE FUND CL N,Mutual Fund,,,"68,127",,37,19,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BRIDGEWAY ULTRASMALL CO MARKET,Mutual Fund,,,"17,299",,37,20,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BROWN ADVISORY SMALLCAP FUNDMNTL VAL ADV,Mutual Fund,,,"93,696",,37,21,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BROWN ADVISORY SMALLCAP GROWTH ADVISOR,Mutual Fund,,,390,,37,22,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BROWN ADVISORY WMCSTRAT EUROPN EQ INVS,Mutual Fund,,,"6,091",,37,23,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BROWN ADVISORYSUSTAIN GROWTH ADV,Mutual Fund,,,"60,968",,37,24,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BROWN ADVISORYSUSTAIN GROWTH INV,Mutual Fund,,,"46,402",,37,25,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BROWN INTERNATIONALSMALL COMPANY INSTL,Mutual Fund,,,"2,418",,37,26,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BROWN INTERNATIONALSMALL COMPANY INVEST,Mutual Fund,,,"57,229",,37,27,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BUFFALO BLUE CHIPGROWTH,Mutual Fund,,,"2,916",,37,28,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BUFFALO EARLY STAGEGROWTH FUND,Mutual Fund,,,"5,852",,37,29,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BUFFALO FLEXIBLEALLOCATION FUND,Mutual Fund,,,"16,551",,37,30,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BUFFALO GROWTH ANDINCOME FUND,Mutual Fund,,,"7,424",,37,31,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BUFFALO HIGH YIELD,Mutual Fund,,,"53,155",,37,32,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BUFFALO MID CAPDISCOVERY,Mutual Fund,,,"39,399",,37,33,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BUFFALO MID CAPGROWTH,Mutual Fund,,,"1,329",,37,34,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BUFFALO SMALL CAPGROWTH,Mutual Fund,,,"104,919",,37,35,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BUFFALOINTERNATIONAL FUND,Mutual Fund,,,"12,968",,37,36,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,BULL PRO FUNDINVESTORS SHARES,Mutual Fund,,,"11,103",,37,37,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CALAMOS ANTETOKOUNMPSUSTAIN EQUITY A,Mutual Fund,,,"5,127",,37,38,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CALAMOS EVOLVINGWORLD GROWTH CL A,Mutual Fund,,,"36,084",,37,39,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CALAMOS HEDGEDEQUITY INCOME CL A,Mutual Fund,,,"9,087",,37,40,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CALAMOS HEDGEDEQUITY INCOME CL I,Mutual Fund,,,"22,575",,37,41,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CALAMOS MARKETNEUTRAL INCOME CL A,Mutual Fund,,,"90,018",,37,42,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CALAMOS TIMPANI SMCAP GR FD CL A,Mutual Fund,,,"1,840",,37,43,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CALVERT BALANCEDFUND CLASS A,Mutual Fund,,,"29,561",,37,44,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CALVERT BOND FUNDCLASS A,Mutual Fund,,,"29,765",,37,45,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CALVERT CORE BONDFUND CL A,Mutual Fund,,,"11,831",,37,46,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CALVERT CORE BONDFUND CL I,Mutual Fund,,,"51,920",,37,47,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CALVERT EMERGINGMARKETS EQUITY CL A,Mutual Fund,,,"24,643",,37,48,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CALVERT EQUITYFUND CLASS A,Mutual Fund,,,"45,594",,37,49,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CALVERT GLOBAL WATERFUND CL A,Mutual Fund,,,"172,477",,37,50,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CALVERT GLOBALENERGY SOLUTIONS A,Mutual Fund,,,"12,875",,38,1,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CALVERT INCOME FUNDCLASS A,Mutual Fund,,,"29,804",,38,2,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CALVERT INTL EQUITYCLASS I,Mutual Fund,,,"45,755",,38,3,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CALVERT INTRNTLRESPBL INDEX A,Mutual Fund,,,"14,827",,38,4,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CALVERT SMALL CAPCL A,Mutual Fund,,,"26,706",,38,5,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CALVERT U.S. LRG CAPCORE RESPNSBL INDX A,Mutual Fund,,,"46,233",,38,6,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CALVERT ULTRA SHORTDURATION INCOME CL A,Mutual Fund,,,"57,163",,38,7,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CALVERT US MID CAPCORE RSPNSBL INDEX A,Mutual Fund,,,"373,137",,38,8,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CAMBIAR OPPORTUNITYINVESTOR CL,Mutual Fund,,,"6,286",,38,9,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CAMBIAR SMID 30 FUNDINVESTOR CL,Mutual Fund,,,"13,652",,38,10,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CAMPBELL SYSTEMATICMACRO FUND CL A,Mutual Fund,,,"12,568",,38,11,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CANTOR FITZGERALDHIGH INCOME A,Mutual Fund,,,"3,770",,38,12,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CARILLON CLARIVESTINTERNATIONAL STK I,Mutual Fund,,,"1,263",,38,13,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CARILLON REAMS COREPLUS BOND CL I,Mutual Fund,,,"7,925",,38,14,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CARILLON SCOUT MIDCAP FUND CL I,Mutual Fund,,,"113,627",,38,15,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CARLYLE TACTICALPRIVATE CREDIT N,Mutual Fund,,,"93,465",,38,16,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CASCADE PRIVATECAPITAL FUND INSTL,Mutual Fund,,,"224,344",,38,17,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CATALYST INSIDERINCOME FUND CL I,Mutual Fund,,,"3,009",,38,18,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CATALYST MILLBURNHEDGE STRTGY FD CL I,Mutual Fund,,,"10,603",,38,19,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CATALYST SYSTEMATICALPHA FD CL I,Mutual Fund,,,"20,574",,38,20,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CAUSEWAY EMERGINGMRKTS FD INV CL,Mutual Fund,,,"77,136",,38,21,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CAUSEWAY INTERNATNALVALUE INSTL,Mutual Fund,,,"178,676",,38,22,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CAUSEWAY INTERNATNALVALUE INVESTOR,Mutual Fund,,,"6,699",,38,23,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CAUSEWAY INTERNL SMCAP INVESTOR FD,Mutual Fund,,,"31,777",,38,24,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CENTRE AMERICANSELECT EQUITY INSTL,Mutual Fund,,,"12,142",,38,25,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CENTRE AMERICANSELECT EQUITY INVSTR,Mutual Fund,,,"66,554",,38,26,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CENTRE GLOBALINFRASTRUCTURE INSTL,Mutual Fund,,,128,,38,27,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CHAMPLAIN MID CAPADVISOR SHARE,Mutual Fund,,,"254,960",,38,28,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CHAMPLAIN MID CAPCLASS I,Mutual Fund,,,"26,098",,38,29,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CHESAPEAKE COREGROWTH FUND,Mutual Fund,,,"2,020",,38,30,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CITY NATIONALROCHDALE EQTY INC N,Mutual Fund,,,"21,214",,38,31,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CLARKSTON PARTNERSFUND CL I,Mutual Fund,,,"2,480,826",,38,32,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CLEARBRIDGE DIVIDENDSTRATEGY FUND I,Mutual Fund,,,"6,387",,38,33,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CLEARBRIDGE GROWTHFUND A,Mutual Fund,,,"56,049",,38,34,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CLEARBRIDGE INTERN'TGROWTH FD CL A,Mutual Fund,,,"151,778",,38,35,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CLEARBRIDGE INTERN'TGROWTH FD CL I,Mutual Fund,,,"24,299",,38,36,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CLEARBRIDGE SELECTFUND CL A,Mutual Fund,,,"283,685",,38,37,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CLEARBRIDGE SELECTFUND I,Mutual Fund,,,"8,517",,38,38,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CLEARBRIDGE SMALLCAP FUND CLASS A,Mutual Fund,,,"10,966",,38,39,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CLEARBRIDGE SMALLCAP FUND CLASS I,Mutual Fund,,,"1,154",,38,40,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CLEARBRIDGEAPPRECIATION CLASS I,Mutual Fund,,,722,,38,41,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CLEARBRIDGELARGE CAP GROWTH A,Mutual Fund,,,"78,436",,38,42,Fidelity_401K _5500.pdf,Fidelity_401K _5500
,CLEARBRIDGELARGE CAP VALUE A,Mutual Fund,,,417,,38,43,Fidelity_401K _5500.pdf,Fidelity_401K _5500
